"confidence_immediate","identification","condition","gender_updated","target_correct","target_pair","identification_decision","not_sure_decision","repetition_numeric","unique_decision","pre_conf","row","ppt_gender","age","ethnicity","post_conf","comfort","face","height","posture","body","movement","behaviour","ID_testify","ID_closest","ID_justRecognized","ID_lookedLike","ID_wouldNotPick","nonID_sure","nonID_noMemory","nonID_seeOthersFirst","nonID_lookedLike","nonID_wouldID","ID","choosing","accuracy","person"
"no","Not sure","HS","male","absent","d","rejection","innocent",0,"not sure",50,"front","woman","18","white",10,60,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"101HS6","non-chooser","correct",7
"70","Yes","live","male","absent","f","filler","other",1,"identification",80,"front","woman","48","white",70,80,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"101live8","chooser","incorrect",5
"no","Not sure","FB","female","absent","d","rejection","filler",0,"rejection",50,"back","man","17","mixed",30,40,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"102FB6","non-chooser","correct",4
"70","Yes","FB","female","absent","e","filler","other",0,"identification",50,"back","man","22","white",50,50,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"102FB7","chooser","incorrect",5
"70","Yes","FB","male","present","d","target","other",0,"identification",60,"back","man","17","mixed",80,50,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"102FB6","chooser","correct",6
"90","Yes","FB","male","present","e","target","other",0,"identification",50,"back","man","22","white",90,90,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"102FB7","chooser","correct",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",60,"front","woman","19","white",80,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"102HS6","non-chooser","correct",1
"no","Not sure","HS","male","present","d","rejection","target",0,"not sure",30,"front","woman","19","white",70,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"102HS6","non-chooser","incorrect",6
"no","No","live","female","present","f","rejection","other",0,"rejection",40,"front","woman","17","black",80,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"102live8","non-chooser","incorrect",2
"no","No","live","male","present","f","rejection","other",0,"rejection",60,"front","woman","17","black",60,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"102live8","non-chooser","incorrect",2
"no","Not sure","FB","female","absent","d","rejection","filler",0,"rejection",70,"back","woman","17","white",20,40,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,"103FB6","non-chooser","correct",2
"no","No","FB","female","absent","e","rejection","other",0,"rejection",80,"back","woman","17","black",70,60,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"103FB7","non-chooser","correct",1
"no","No","FB","male","present","d","rejection","other",0,"rejection",60,"back","woman","17","white",80,90,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"103FB6","non-chooser","incorrect",3
"70","Yes","FB","male","present","e","target","other",0,"identification",60,"back","woman","17","black",90,90,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"103FB7","chooser","correct",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",80,"front","woman","18","white",80,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"103HS6","non-chooser","correct",5
"60","Yes","HS","male","present","d","target","other",0,"identification",70,"front","woman","18","white",70,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"103HS6","chooser","correct",6
"no","No","live","female","absent","f","rejection","other",0,"rejection",40,"middle","woman","52","white",10,50,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"103live8","non-chooser","correct",1
"60","Yes","live","male","absent","f","filler","other",0,"identification",40,"middle","woman","52","white",30,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"103live8","chooser","incorrect",5
"no","No","FB","female","absent","d","rejection","other",0,"rejection",70,"back","woman","17","white",90,80,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"104FB6","non-chooser","correct",3
"100","Yes","FB","female","present","f","target","other",1,"identification",70,"back","woman","44","white",100,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"104FB8","chooser","correct",6
"no","Not sure","FB","male","present","d","rejection","target",0,"not sure",50,"back","woman","17","white",60,80,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"104FB6","non-chooser","incorrect",6
"90","Yes","FB","male","absent","f","filler","other",0,"identification",70,"back","woman","44","white",90,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"104FB8","chooser","incorrect",1
"70","Yes","HS","female","absent","d","filler","other",0,"identification",50,"back","woman","17","white",60,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"104HS6","chooser","incorrect",1
"no","Not sure","HS","male","present","d","rejection","target",0,"not sure",60,"back","woman","17","white",0,90,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"104HS6","non-chooser","incorrect",6
"no","No","FB","female","absent","d","rejection","other",1,"rejection",70,"front","woman","17","black",60,80,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"105FB6","non-chooser","correct",5
"no","No","FB","female","absent","f","rejection","other",0,"rejection",60,"back","woman","17","white",50,90,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"105FB8","non-chooser","correct",1
"100","Yes","FB","male","present","d","target","other",0,"identification",70,"front","woman","17","black",80,80,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"105FB6","chooser","correct",6
"90","Yes","FB","male","present","f","target","other",0,"identification",70,"back","woman","17","white",90,90,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"105FB8","chooser","correct",6
"no","No","HS","female","present","d","rejection","other",0,"rejection",60,"middle","woman","18","white",30,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"105HS6","non-chooser","incorrect",4
"10","Yes","HS","male","absent","d","filler","other",0,"identification",60,"middle","woman","18","white",60,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"105HS6","chooser","incorrect",5
"80","Yes","live","female","present","g","filler","other",1,"identification",20,"back","man","40","white",80,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"105live8","chooser","incorrect",4
"80","Yes","live","male","present","g","filler","other",0,"identification",20,"back","man","40","white",80,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"105live8","chooser","incorrect",3
"40","Yes","FB","female","absent","d","filler","other",1,"identification",50,"back","woman","18","white",40,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"106FB6","chooser","incorrect",3
"no","Not sure","FB","female","absent","f","rejection","filler",0,"rejection",50,"back","woman","18","white",30,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"106FB8","non-chooser","correct",5
"40","Yes","FB","male","present","d","target","other",1,"identification",40,"back","woman","18","white",50,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"106FB6","chooser","correct",6
"no","Not sure","FB","male","present","f","rejection","target",0,"not sure",70,"back","woman","18","white",50,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"106FB8","non-chooser","incorrect",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",10,"back","woman","17","white",30,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"106HS6","non-chooser","correct",4
"no","No","HS","male","present","d","rejection","other",0,"rejection",10,"back","woman","17","white",50,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"106HS6","non-chooser","incorrect",1
"60","Yes","live","female","absent","g","filler","other",0,"identification",60,"middle","woman","17","asian",60,70,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"106live8","chooser","incorrect",1
"no","Not sure","live","male","present","g","rejection","target",0,"not sure",30,"middle","woman","17","asian",40,80,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"106live8","non-chooser","incorrect",7
"60","Yes","FB","female","present","d","target","other",0,"identification",90,"back","woman","18","white",70,90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"107FB6","chooser","correct",6
"no","Not sure","FB","female","absent","f","rejection","filler",0,"rejection",70,"middle","man","42","white",30,70,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"107FB8","non-chooser","correct",4
"no","No","FB","male","absent","d","rejection","other",0,"rejection",90,"back","woman","18","white",40,90,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"107FB6","non-chooser","correct",1
"60","Yes","FB","male","present","f","target","other",0,"identification",60,"middle","man","42","white",70,70,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"107FB8","chooser","correct",6
"80","Yes","HS","female","absent","d","filler","other",0,"identification",80,"back","woman","18","white",50,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"107HS6","chooser","incorrect",5
"60","Yes","HS","male","present","d","target","other",0,"identification",80,"back","woman","18","white",60,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"107HS6","chooser","correct",6
"no","No","live","female","present","g","rejection","other",0,"rejection",40,"front","woman","17","white",10,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"107live8","non-chooser","incorrect",2
"50","Yes","live","male","present","g","filler","other",0,"identification",10,"front","woman","17","white",50,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"107live8","chooser","incorrect",3
"no","No","FB","female","absent","d","rejection","other",0,"rejection",50,"back","woman","18","white",60,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"108FB6","non-chooser","correct",1
"70","Yes","FB","female","absent","f","filler","other",0,"identification",50,"back","woman","18","white",70,30,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"108FB8","chooser","incorrect",1
"50","Yes","FB","male","present","d","target","other",0,"identification",50,"back","woman","18","white",50,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"108FB6","chooser","correct",6
"no","Not sure","FB","male","present","f","rejection","target",0,"not sure",40,"back","woman","18","white",50,40,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"108FB8","non-chooser","incorrect",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",70,"front","woman","17","mixed",90,90,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"108HS6","non-chooser","correct",5
"70","Yes","HS","male","present","d","target","other",0,"identification",70,"front","woman","17","mixed",50,60,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"108HS6","chooser","correct",6
"no","Not sure","live","female","present","g","rejection","filler",0,"rejection",10,"front","man","64","white",0,30,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,"108live8","non-chooser","incorrect",2
"50","Yes","live","male","present","g","target","other",0,"identification",60,"front","man","64","white",0,30,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,"108live8","chooser","correct",7
"60","Yes","FB","female","absent","f","innocent","other",0,"identification",80,"back","man","17","white",60,80,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"109FB8","chooser","incorrect",7
"80","Yes","FB","male","present","f","target","other",1,"identification",90,"back","man","17","white",70,80,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"109FB8","chooser","correct",6
"no","No","HS","female","absent","d","rejection","other",0,"rejection",60,"back","woman","18","mixed",50,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"109HS6","non-chooser","correct",2
"no","Not sure","HS","male","present","d","rejection","filler",0,"rejection",70,"back","woman","18","mixed",60,50,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"109HS6","non-chooser","incorrect",5
"60","Yes","live","female","absent","f","filler","other",0,"identification",20,"back","man","47","white",30,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"109live8","chooser","incorrect",5
"no","Not sure","live","male","present","f","rejection","target",0,"not sure",30,"back","man","47","white",20,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"109live8","non-chooser","incorrect",6
"50","Yes","FB","female","absent","e","innocent","other",0,"identification",40,"front","woman","14","white",50,60,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"110FB7","chooser","incorrect",7
"no","Not sure","FB","female","absent","f","rejection","innocent",0,"not sure",20,"back","woman","17","white",10,80,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"110FB8","non-chooser","correct",7
"no","No","FB","male","present","e","rejection","other",0,"rejection",50,"front","woman","14","white",50,50,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"110FB7","non-chooser","incorrect",5
"no","Not sure","FB","male","present","f","rejection","target",0,"not sure",70,"back","woman","17","white",40,70,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"110FB8","non-chooser","incorrect",6
"40","Yes","live","female","absent","f","filler","other",0,"identification",60,"back","man","17","white",40,60,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"110live8","chooser","incorrect",1
"40","Yes","live","male","present","f","target","other",0,"identification",60,"back","man","17","white",70,100,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"110live8","chooser","correct",6
"20","Yes","FB","female","present","e","target","other",0,"identification",50,"front","man","66","white",30,50,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"111FB7","chooser","correct",6
"80","Yes","FB","female","absent","f","filler","other",0,"identification",50,"back","man","50","white",80,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"111FB8","chooser","incorrect",4
"40","Yes","FB","male","absent","e","filler","other",0,"identification",40,"front","man","66","white",30,50,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"111FB7","chooser","incorrect",1
"70","Yes","FB","male","present","f","filler","other",0,"identification",60,"back","man","50","white",80,100,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,"111FB8","chooser","incorrect",1
"no","No","live","female","absent","f","rejection","other",0,"rejection",90,"middle","woman","17","white",20,90,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"111live8","non-chooser","correct",1
"no","No","live","male","present","f","rejection","other",0,"rejection",90,"middle","woman","17","white",20,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"111live8","non-chooser","incorrect",1
"no","No","FB","female","absent","f","rejection","other",0,"rejection",60,"front","woman","17","white",20,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"112FB8","non-chooser","correct",1
"no","No","FB","male","present","f","rejection","other",0,"rejection",40,"front","woman","17","white",50,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"112FB8","non-chooser","incorrect",5
"60","Yes","HS","female","absent","e","filler","other",0,"identification",40,"middle","woman","49","white",30,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"112HS7","chooser","incorrect",5
"60","Yes","HS","male","present","e","filler","other",0,"identification",50,"middle","woman","49","white",50,80,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"112HS7","chooser","incorrect",1
"60","Yes","live","female","present","f","filler","other",0,"identification",70,"front","woman","17","white",40,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"112live8","chooser","incorrect",1
"60","Yes","live","male","present","f","target","other",0,"identification",60,"front","woman","17","white",70,80,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"112live8","chooser","correct",6
"no","No","HS","female","absent","e","rejection","other",0,"rejection",40,"middle","woman","17","white",60,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"113HS7","non-chooser","correct",4
"40","Yes","HS","male","present","e","target","other",0,"identification",40,"middle","woman","17","white",60,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"113HS7","chooser","correct",6
"no","Not sure","live","female","present","f","rejection","target",0,"not sure",50,"back","man","51","",40,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"113live8","non-chooser","incorrect",6
"no","No","live","male","present","f","rejection","other",0,"rejection",60,"back","man","51","",50,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"113live8","non-chooser","incorrect",3
"no","No","FB","female","present","f","rejection","other",0,"rejection",70,"front","woman","","white",50,100,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"114FB8","non-chooser","incorrect",1
"no","Not sure","FB","male","absent","f","rejection","innocent",0,"not sure",70,"front","woman","","white",50,100,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"114FB8","non-chooser","correct",7
"no","No","HS","female","absent","e","rejection","other",0,"rejection",50,"front","woman","44","white",80,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"114HS7","non-chooser","correct",3
"80","Yes","HS","male","present","e","filler","other",1,"identification",50,"front","woman","44","white",80,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"114HS7","chooser","incorrect",1
"no","No","live","female","present","f","rejection","other",0,"rejection",50,"front","woman","17","mixed",60,80,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"114live8","non-chooser","incorrect",5
"70","Yes","live","male","present","f","filler","other",0,"identification",60,"front","woman","17","mixed",60,80,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,"114live8","chooser","incorrect",1
"no","No","FB","female","absent","f","rejection","other",0,"rejection",40,"front","woman","17","white",60,80,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"115FB8","non-chooser","correct",2
"40","Yes","FB","male","present","f","filler","other",1,"identification",60,"front","woman","17","white",40,80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"115FB8","chooser","incorrect",4
"30","Yes","HS","female","present","e","target","other",0,"identification",20,"back","woman","17","white",30,90,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"115HS7","chooser","correct",6
"no","No","HS","male","absent","e","rejection","other",0,"rejection",20,"back","woman","17","white",NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"115HS7","non-chooser","correct",4
"no","No","live","female","absent","f","rejection","other",0,"rejection",60,"front","woman","17","white",70,100,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,"115live8","non-chooser","correct",1
"80","Yes","live","male","present","f","target","other",0,"identification",90,"front","woman","17","white",90,100,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"115live8","chooser","correct",6
"no","No","FB","female","present","f","rejection","other",0,"rejection",60,"front","man","53","white",40,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"116FB8","non-chooser","incorrect",1
"100","Yes","FB","male","absent","f","innocent","other",0,"identification",80,"front","man","53","white",100,80,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"116FB8","chooser","incorrect",7
"60","Yes","HS","female","absent","e","filler","other",0,"identification",50,"front","man","45","white",70,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"116HS7","chooser","incorrect",5
"100","Yes","HS","male","present","e","target","other",0,"identification",90,"front","man","45","white",100,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"116HS7","chooser","correct",6
"50","Yes","live","female","present","f","filler","other",0,"identification",60,"middle","man","38","white",30,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"116live8","chooser","incorrect",4
"no","Not sure","live","male","present","f","rejection","target",0,"not sure",80,"middle","man","38","white",40,40,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"116live8","non-chooser","incorrect",6
"60","Yes","FB","female","absent","f","innocent","other",0,"identification",50,"middle","man","17","white",60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"117FB8","chooser","incorrect",7
"no","Not sure","FB","male","present","f","rejection","filler",0,"rejection",60,"middle","man","17","white",60,90,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"117FB8","non-chooser","incorrect",2
"70","Yes","HS","female","absent","e","filler","other",1,"identification",50,"back","woman","17","white",60,90,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"117HS7","chooser","incorrect",2
"90","Yes","HS","male","present","e","target","other",0,"identification",80,"back","woman","17","white",70,90,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"117HS7","chooser","correct",6
"no","No","live","female","present","f","rejection","other",0,"rejection",30,"front","man","19","white",30,100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"117live8","non-chooser","incorrect",4
"no","Not sure","live","male","absent","f","rejection","innocent",0,"not sure",90,"front","man","19","white",30,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"117live8","non-chooser","correct",7
"40","Yes","FB","female","present","f","filler","other",1,"identification",50,"back","woman","19","white",30,40,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"118FB8","chooser","incorrect",5
"30","Yes","FB","male","absent","f","innocent","other",0,"identification",30,"back","woman","19","white",10,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"118FB8","chooser","incorrect",7
"50","Yes","HS","female","absent","e","filler","other",0,"identification",40,"back","woman","18","white",50,70,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"118HS7","chooser","incorrect",4
"no","Not sure","HS","male","present","e","rejection","target",0,"not sure",60,"back","woman","18","white",0,70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"118HS7","non-chooser","incorrect",6
"no","No","live","female","present","f","rejection","other",0,"rejection",70,"front","man","18","white",60,100,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"118live8","non-chooser","incorrect",4
"60","Yes","live","male","absent","f","innocent","other",0,"identification",70,"front","man","18","white",60,100,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,"118live8","chooser","incorrect",7
"no","Not sure","FB","female","absent","f","rejection","innocent",0,"not sure",60,"middle","woman","52","white",70,50,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"119FB8","non-chooser","correct",7
"no","No","FB","male","present","f","rejection","other",0,"rejection",60,"middle","woman","52","white",60,50,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"119FB8","non-chooser","incorrect",3
"no","Not sure","HS","female","absent","e","rejection","filler",0,"rejection",0,"back","woman","52","white",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"119HS7","non-chooser","correct",1
"60","Yes","HS","male","present","e","filler","other",1,"identification",50,"back","woman","52","white",60,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"119HS7","chooser","incorrect",1
"70","Yes","live","female","absent","f","filler","other",0,"identification",70,"front","woman","38","white",60,100,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"119live8","chooser","incorrect",3
"80","Yes","live","male","present","f","filler","other",0,"identification",60,"front","woman","38","white",80,100,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"119live8","chooser","incorrect",2
"60","Yes","FB","female","present","h","filler","other",0,"identification",50,"front","woman","19","mixed",70,60,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"120FB9","chooser","incorrect",1
"90","Yes","FB","male","absent","h","innocent","other",1,"identification",60,"front","woman","19","mixed",80,80,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"120FB9","chooser","incorrect",7
"80","Yes","HS","female","absent","e","filler","other",0,"identification",80,"front","woman","25","white",90,90,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"120HS7","chooser","incorrect",5
"no","No","HS","male","present","e","rejection","other",0,"rejection",90,"front","woman","25","white",10,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"120HS7","non-chooser","incorrect",2
"60","Yes","live","female","absent","f","filler","other",0,"identification",50,"middle","woman","48","white",60,30,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"120live8","chooser","incorrect",3
"no","Not sure","live","male","present","f","rejection","target",0,"not sure",50,"middle","woman","48","white",80,70,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"120live8","non-chooser","incorrect",6
"70","Yes","FB","female","present","h","filler","other",1,"identification",70,"front","man","49","white",60,70,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"121FB9","chooser","incorrect",3
"no","Not sure","FB","male","absent","h","rejection","innocent",0,"not sure",70,"front","man","49","white",50,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"121FB9","non-chooser","correct",7
"80","Yes","HS","female","present","e","filler","other",0,"identification",70,"middle","man","56","white",80,100,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,"121HS7","chooser","incorrect",4
"90","Yes","HS","male","absent","e","filler","other",0,"identification",80,"middle","man","56","white",100,100,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"121HS7","chooser","incorrect",1
"50","Yes","live","female","present","f","filler","other",2,"identification",40,"middle","woman","52","mixed",50,50,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"121live8","chooser","incorrect",1
"70","Yes","live","male","absent","f","innocent","other",0,"identification",50,"middle","woman","52","mixed",70,70,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"121live8","chooser","incorrect",7
"50","Yes","FB","female","present","h","filler","other",1,"identification",100,"front","man","25","white",50,70,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,"122FB9","chooser","incorrect",5
"100","Yes","FB","male","absent","h","filler","other",0,"identification",100,"front","man","25","white",100,100,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"122FB9","chooser","incorrect",1
"40","Yes","HS","female","present","e","filler","other",0,"identification",20,"front","woman","19","white",30,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"122HS7","chooser","incorrect",3
"no","No","HS","male","absent","e","rejection","other",0,"rejection",50,"front","woman","19","white",60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122HS7","non-chooser","correct",2
"no","No","live","female","present","f","rejection","other",0,"rejection",70,"middle","woman","22","white",40,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"122live8","non-chooser","incorrect",2
"no","Not sure","live","male","absent","f","rejection","innocent",1,"not sure",40,"middle","woman","22","white",60,60,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"122live8","non-chooser","correct",7
"no","Not sure","FB","female","absent","h","rejection","innocent",0,"not sure",0,"front","woman","42","white",0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"123FB9","non-chooser","correct",7
"no","Not sure","FB","male","present","h","rejection","target",0,"not sure",80,"front","woman","42","white",50,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"123FB9","non-chooser","incorrect",6
"no","Not sure","HS","female","present","e","rejection","filler",1,"rejection",40,"front","man","52","white",40,40,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"123HS7","non-chooser","incorrect",5
"100","Yes","HS","male","absent","e","filler","other",0,"identification",90,"front","man","52","white",100,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"123HS7","chooser","incorrect",2
"no","No","live","female","absent","h","rejection","other",0,"rejection",70,"back","woman","18","white",70,80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"123live9","non-chooser","correct",3
"no","Not sure","FB","female","present","h","rejection","target",0,"not sure",50,"front","woman","17","white",40,70,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"124FB9","non-chooser","incorrect",6
"no","Not sure","FB","male","absent","h","rejection","innocent",0,"not sure",50,"front","woman","17","white",30,70,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"124FB9","non-chooser","correct",7
"no","No","HS","female","present","e","rejection","other",0,"rejection",50,"back","woman","40","white",0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"124HS7","non-chooser","incorrect",4
"60","Yes","HS","male","absent","e","filler","other",0,"identification",50,"back","woman","40","white",60,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"124HS7","chooser","incorrect",4
"30","Yes","live","female","present","h","target","other",0,"identification",30,"back","man","53","white",30,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"124live9","chooser","correct",6
