Experiment,idnumber,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans_How many people were in the video?,question1acc,include
Exp1,267,37,Mixed Ethnicity,4-Year College Degree (BA BS),Male,2,24,33,106,9,110,46,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,268,27,WhiteEuropean,Masters Degree,Female,2,17,6,67,110,69,70,0,1,110,0,False ID,0,50,1,1,yes
Exp1,269,44,LatinHispanic,2-Year College Degree (Associates),Female,3,71,108,102,19,27,110,0,1,102,0,Filler ID,NA,40,1,1,yes
Exp1,270,28,AsianIndian,4-Year College Degree (BA BS),Male,3,84,107,81,110,38,104,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Exp1,271,24,WhiteEuropean,4-Year College Degree (BA BS),Female,1,44,110,50,65,9,26,0,1,50,0,Filler ID,NA,80,1,1,yes
Exp1,272,37,LatinHispanic,4-Year College Degree (BA BS),Female,1,110,100,4,40,19,50,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,274,43,WhiteEuropean,4-Year College Degree (BA BS),Female,2,91,59,7,77,110,72,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,276,36,WhiteEuropean,High School/GED,Male,1,32,110,36,56,46,54,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,277,46,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,38,6,106,19,26,0,1,6,0,Filler ID,NA,50,1,1,yes
Exp1,278,27,WhiteEuropean,High School/GED,Male,2,76,74,99,110,107,34,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,279,38,BlackAfrican,4-Year College Degree (BA BS),Male,3,82,110,23,45,20,36,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,280,28,AsianIndian,4-Year College Degree (BA BS),Male,3,62,110,40,1,28,92,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Exp1,281,43,WhiteEuropean,High School/GED,Male,3,36,70,59,76,110,107,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,282,25,AsianIndian,4-Year College Degree (BA BS),Female,3,24,2,57,37,110,8,0,1,2,0,Filler ID,NA,50,1,1,yes
Exp1,283,42,WhiteEuropean,2-Year College Degree (Associates),Female,2,110,97,15,60,89,2,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Exp1,286,71,WhiteEuropean,2-Year College Degree (Associates),Female,1,14,110,103,62,39,8,1,1,110,1,Correct ID,1,40,1,1,yes
Exp1,289,20,AsianIndian,Currently Attending College,Male,2,81,95,80,35,24,110,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,290,65,WhiteEuropean,4-Year College Degree (BA BS),Female,1,12,45,110,32,5,29,0,1,29,0,Filler ID,NA,20,1,1,yes
Exp1,292,65,WhiteEuropean,4-Year College Degree (BA BS),Male,3,103,104,110,105,28,73,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,293,56,WhiteEuropean,4-Year College Degree (BA BS),Female,1,100,41,110,30,109,107,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,295,37,WhiteEuropean,4-Year College Degree (BA BS),Female,3,52,25,53,99,103,110,0,1,103,0,Filler ID,NA,50,1,1,yes
Exp1,296,31,WhiteEuropean,4-Year College Degree (BA BS),Female,1,35,76,32,93,98,110,0,1,35,0,Filler ID,NA,60,1,1,yes
Exp1,297,46,WhiteEuropean,Masters Degree,Male,2,70,110,9,75,83,58,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,298,40,WhiteEuropean,Masters Degree,Female,1,99,50,64,110,57,87,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,299,66,WhiteEuropean,ProfessioNULLl Degree (MD JD),Male,3,1,57,110,80,12,68,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,300,35,WhiteEuropean,High School/GED,Male,1,84,110,98,97,19,106,0,1,98,0,Filler ID,NA,50,1,1,yes
Exp1,301,34,WhiteEuropean,4-Year College Degree (BA BS),Male,3,32,78,110,21,71,64,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,302,41,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,33,74,90,96,51,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,303,37,LatinHispanic,Masters Degree,Male,3,73,68,88,14,55,110,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,304,30,LatinHispanic,High School/GED,Male,3,110,91,80,92,39,46,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,305,38,Mixed Ethnicity,4-Year College Degree (BA BS),Female,1,85,77,94,110,100,106,1,1,77,0,Filler ID,NA,60,1,1,yes
Exp1,306,28,WhiteEuropean,4-Year College Degree (BA BS),Female,1,35,18,110,22,67,40,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,307,39,WhiteEuropean,4-Year College Degree (BA BS),Female,2,96,79,97,110,90,70,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,308,37,WhiteEuropean,2-Year College Degree (Associates),Female,1,110,10,47,75,103,70,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Exp1,310,42,WhiteEuropean,2-Year College Degree (Associates),Female,3,17,101,110,3,94,13,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,312,57,WhiteEuropean,4-Year College Degree (BA BS),Male,3,22,62,105,66,110,41,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,313,26,WhiteEuropean,High School/GED,Female,2,110,88,39,7,42,77,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,314,23,WhiteEuropean,4-Year College Degree (BA BS),Female,2,8,99,15,110,2,94,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,315,43,WhiteEuropean,Doctoral Degree,Male,1,110,50,12,44,5,23,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,316,21,WhiteEuropean,Currently Attending College,Male,1,27,110,21,37,103,98,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,317,23,WhiteEuropean,4-Year College Degree (BA BS),Male,3,9,39,59,110,62,79,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,318,26,WhiteEuropean,2-Year College Degree (Associates),Male,1,32,46,110,48,73,52,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,321,50,WhiteEuropean,High School/GED,Female,2,1,97,34,67,110,106,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,322,34,WhiteEuropean,2-Year College Degree (Associates),Male,1,94,99,110,93,106,68,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,323,28,Other,High School/GED,Male,1,44,108,110,21,109,39,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,324,68,WhiteEuropean,High School/GED,Male,2,77,63,19,22,60,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,325,48,WhiteEuropean,4-Year College Degree (BA BS),Male,3,78,74,88,96,10,110,1,1,96,0,Filler ID,NA,80,1,1,yes
Exp1,327,23,WhiteEuropean,Masters Degree,Female,2,6,36,41,103,110,76,1,1,6,0,Filler ID,NA,20,1,1,yes
Exp1,329,35,WhiteEuropean,4-Year College Degree (BA BS),Female,2,79,5,12,85,96,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,330,35,LatinHispanic,Masters Degree,Female,3,102,110,5,101,73,42,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,331,36,WhiteEuropean,Masters Degree,Female,3,110,78,68,101,27,74,0,1,110,0,False ID,0,70,1,1,yes
Exp1,333,30,WhiteEuropean,High School/GED,Male,1,109,66,24,110,27,29,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,335,29,AsianIndian,4-Year College Degree (BA BS),Male,1,96,81,11,110,21,71,0,1,96,0,Filler ID,NA,70,1,1,yes
Exp1,336,29,WhiteEuropean,4-Year College Degree (BA BS),Male,3,35,90,110,16,78,45,0,1,110,0,False ID,0,80,1,1,yes
Exp1,338,62,WhiteEuropean,2-Year College Degree (Associates),Male,2,11,110,18,68,47,64,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,340,60,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,94,105,96,56,25,1,1,110,1,Correct ID,1,50,2,0,no
Exp1,342,31,WhiteEuropean,High School/GED,Male,3,79,110,75,103,10,46,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,343,35,WhiteEuropean,Masters Degree,Male,3,20,84,60,110,16,66,0,1,20,0,Filler ID,NA,50,1,1,yes
Exp1,344,31,BlackAfrican,High School/GED,Female,2,27,91,56,107,68,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,345,37,WhiteEuropean,Masters Degree,Female,2,19,106,14,110,54,69,0,1,110,0,False ID,0,40,1,1,yes
Exp1,346,42,AsianIndian,4-Year College Degree (BA BS),Male,2,110,62,35,32,27,59,0,1,62,0,Filler ID,NA,30,1,1,yes
Exp1,347,55,NULLtive American,2-Year College Degree (Associates),Male,2,110,51,34,1,36,56,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,348,32,Mixed Ethnicity,Currently Attending College,Female,1,9,58,110,64,35,85,1,1,85,0,Filler ID,NA,70,1,1,yes
Exp1,351,36,WhiteEuropean,4-Year College Degree (BA BS),Male,3,16,48,8,110,101,76,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,352,38,WhiteEuropean,4-Year College Degree (BA BS),Male,3,101,83,81,91,110,78,0,1,91,0,Filler ID,NA,80,1,1,yes
Exp1,353,25,Mixed Ethnicity,Currently Attending College,Female,1,61,21,8,26,110,36,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,354,41,WhiteEuropean,Masters Degree,Female,2,41,50,53,110,92,19,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,355,22,LatinHispanic,4-Year College Degree (BA BS),Female,3,47,40,110,58,79,61,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,356,35,AsianIndian,Masters Degree,Male,1,109,7,110,45,1,102,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,357,35,BlackAfrican,2-Year College Degree (Associates),Female,2,17,110,68,29,23,101,1,1,110,1,Correct ID,1,40,1,1,yes
Exp1,358,30,WhiteEuropean,4-Year College Degree (BA BS),Male,2,81,67,69,106,58,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,359,38,WhiteEuropean,High School/GED,Male,2,88,110,90,68,54,93,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,360,39,WhiteEuropean,4-Year College Degree (BA BS),Female,3,23,37,45,42,110,67,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,363,19,AsianIndian,High School/GED,Male,3,13,83,19,99,84,110,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,364,30,AsianIndian,4-Year College Degree (BA BS),Male,1,78,43,30,58,110,105,0,1,58,0,Filler ID,NA,100,1,1,yes
Exp1,365,50,AsianIndian,Masters Degree,Male,2,52,110,20,44,14,22,0,1,52,0,Filler ID,NA,50,1,1,yes
Exp1,366,33,WhiteEuropean,ProfessioNULLl Degree (MD JD),Male,3,21,85,110,68,11,60,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,367,56,BlackAfrican,Masters Degree,Female,1,63,97,74,110,93,88,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,369,32,LatinHispanic,4-Year College Degree (BA BS),Female,2,30,55,99,23,11,110,0,1,99,0,Filler ID,NA,20,1,1,yes
Exp1,370,25,WhiteEuropean,4-Year College Degree (BA BS),Male,1,4,93,32,68,110,11,1,1,110,1,Correct ID,1,30,1,1,yes
Exp1,371,26,WhiteEuropean,High School/GED,Male,2,48,43,52,110,58,59,1,1,52,0,Filler ID,NA,80,1,1,yes
Exp1,372,36,WhiteEuropean,2-Year College Degree (Associates),Male,3,21,47,28,96,110,92,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Exp1,373,42,WhiteEuropean,Masters Degree,Male,2,90,110,1,36,13,75,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,374,42,BlackAfrican,2-Year College Degree (Associates),Female,3,110,9,90,102,89,40,0,1,89,0,Filler ID,NA,60,1,1,yes
Exp1,376,37,WhiteEuropean,Masters Degree,Male,3,86,61,103,38,110,74,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,377,35,WhiteEuropean,2-Year College Degree (Associates),Female,3,40,55,98,97,110,88,0,1,110,0,False ID,0,10,1,1,yes
Exp1,378,28,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,58,73,9,107,24,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,379,62,WhiteEuropean,4-Year College Degree (BA BS),Female,2,12,110,60,3,31,86,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,380,43,AsianIndian,4-Year College Degree (BA BS),Female,1,42,59,11,40,96,110,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,383,37,LatinHispanic,2-Year College Degree (Associates),Male,3,55,46,75,9,50,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,384,45,WhiteEuropean,Masters Degree,Male,1,104,1,38,25,66,110,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,386,22,WhiteEuropean,Currently Attending College,Male,1,71,14,82,42,110,78,1,0,Not present,0,Incorrect Reject,NA,30,1,1,yes
Exp1,388,35,Mixed Ethnicity,Masters Degree,Male,2,91,1,110,100,98,54,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,390,41,WhiteEuropean,2-Year College Degree (Associates),Female,3,39,43,94,110,64,30,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,391,60,WhiteEuropean,High School/GED,Female,2,12,18,90,110,73,69,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,393,35,WhiteEuropean,4-Year College Degree (BA BS),Male,1,90,59,110,74,26,10,1,1,26,0,Filler ID,NA,60,1,1,yes
Exp1,394,32,BlackAfrican,High School/GED,Female,2,39,42,110,63,109,12,0,1,39,0,Filler ID,NA,50,1,1,yes
Exp1,395,24,WhiteEuropean,Currently Attending College,Male,2,105,79,53,110,9,29,0,1,79,0,Filler ID,NA,70,1,1,yes
Exp1,396,30,NULLtive American,Masters Degree,Male,3,12,44,101,63,110,59,1,0,Not present,0,Incorrect Reject,NA,80,3,0,no
Exp1,397,27,NULLtive American,4-Year College Degree (BA BS),Female,2,8,45,61,50,68,110,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,399,46,WhiteEuropean,4-Year College Degree (BA BS),Male,1,68,77,110,22,83,48,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,400,29,LatinHispanic,4-Year College Degree (BA BS),Male,1,62,98,23,93,110,109,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,402,48,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,101,36,64,44,74,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,404,49,WhiteEuropean,High School/GED,Female,3,41,110,15,9,30,5,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,405,57,NR,2-Year College Degree (Associates),Female,2,110,30,21,82,90,55,0,1,30,0,Filler ID,NA,50,1,1,yes
Exp1,408,35,WhiteEuropean,Masters Degree,Female,3,110,76,55,79,43,75,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,409,27,WhiteEuropean,4-Year College Degree (BA BS),Male,2,19,110,76,71,34,37,1,1,34,0,Filler ID,NA,30,1,1,yes
Exp1,410,50,WhiteEuropean,2-Year College Degree (Associates),Male,3,98,110,102,53,15,77,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,411,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,43,34,80,42,89,110,0,1,42,0,Filler ID,NA,90,1,1,yes
Exp1,412,24,NULLtive American,4-Year College Degree (BA BS),Male,3,110,49,102,92,22,40,0,1,102,0,Filler ID,NA,90,1,1,yes
Exp1,413,28,WhiteEuropean,ProfessioNULLl Degree (MD JD),Male,1,110,10,23,33,59,105,0,1,105,0,Filler ID,NA,70,1,1,yes
Exp1,415,31,WhiteEuropean,4-Year College Degree (BA BS),Female,3,58,89,110,77,39,76,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,416,19,WhiteEuropean,Currently Attending College,Male,2,22,109,40,18,48,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,418,27,WhiteEuropean,High School/GED,Female,2,63,52,110,34,61,79,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,420,34,WhiteEuropean,High School/GED,Male,1,52,34,33,93,110,54,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,421,46,WhiteEuropean,4-Year College Degree (BA BS),Female,2,65,52,110,10,70,93,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Exp1,423,41,WhiteEuropean,High School/GED,Female,1,48,32,53,26,110,81,0,1,32,0,Filler ID,NA,70,1,1,yes
Exp1,424,21,WhiteEuropean,Currently Attending College,Female,3,11,15,89,84,110,67,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,425,26,WhiteEuropean,Currently Attending College,Female,1,50,32,30,36,64,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,427,55,WhiteEuropean,High School/GED,Female,1,52,110,105,87,41,80,1,1,105,0,Filler ID,NA,70,1,1,yes
Exp1,428,23,WhiteEuropean,High School/GED,Female,2,92,72,110,106,27,43,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,429,33,BlackAfrican,4-Year College Degree (BA BS),Female,1,110,90,36,22,106,58,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,430,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,14,58,23,75,55,110,1,1,55,0,Filler ID,NA,70,1,1,yes
Exp1,432,36,LatinHispanic,4-Year College Degree (BA BS),Male,1,46,12,99,110,2,74,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,434,60,WhiteEuropean,4-Year College Degree (BA BS),Female,2,59,22,71,87,110,93,1,0,Not present,0,Incorrect Reject,NA,30,1,1,yes
Exp1,435,42,WhiteEuropean,4-Year College Degree (BA BS),Male,3,103,5,28,35,7,110,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,436,61,WhiteEuropean,High School/GED,Female,3,33,110,6,84,72,67,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,437,27,WhiteEuropean,High School/GED,Male,3,42,91,20,110,13,37,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,438,30,WhiteEuropean,Masters Degree,Female,3,110,59,19,86,93,37,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,439,19,WhiteEuropean,Currently Attending College,NR,1,110,65,64,29,32,15,0,1,15,0,Filler ID,NA,60,1,1,yes
Exp1,440,21,LatinHispanic,4-Year College Degree (BA BS),Male,2,80,46,110,72,27,103,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,441,22,WhiteEuropean,Currently Attending College,Female,1,81,110,105,82,56,54,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,442,28,WhiteEuropean,High School/GED,Female,1,70,110,73,17,6,77,0,1,73,0,Filler ID,NA,40,1,1,yes
Exp1,443,24,NULLtive American,4-Year College Degree (BA BS),Male,1,11,74,33,110,54,57,0,1,33,0,Filler ID,NA,80,1,1,yes
Exp1,445,24,NULLtive American,4-Year College Degree (BA BS),Female,1,110,29,69,97,56,91,1,1,91,0,Filler ID,NA,80,1,1,yes
Exp1,446,24,NULLtive American,Doctoral Degree,Male,3,8,19,83,21,110,25,0,1,25,0,Filler ID,NA,80,2,0,no
Exp1,447,37,WhiteEuropean,2-Year College Degree (Associates),Female,1,82,60,98,110,91,28,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,448,37,WhiteEuropean,Masters Degree,Female,3,35,32,52,79,72,110,0,1,79,0,Filler ID,NA,80,1,1,yes
Exp1,449,65,WhiteEuropean,2-Year College Degree (Associates),Female,3,6,110,37,73,55,4,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,450,54,LatinHispanic,High School/GED,Female,1,71,110,40,54,15,18,0,1,71,0,Filler ID,NA,60,1,1,yes
Exp1,451,32,WhiteEuropean,High School/GED,Female,3,78,24,110,21,55,42,0,0,Not present,1,Correct Reject,NA,20,1,1,yes
Exp1,452,37,Mixed Ethnicity,4-Year College Degree (BA BS),Female,3,63,108,40,110,9,60,0,1,108,0,Filler ID,NA,50,1,1,yes
Exp1,453,44,AsianIndian,2-Year College Degree (Associates),Male,3,62,110,102,66,109,4,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,454,33,WhiteEuropean,ProfessioNULLl Degree (MD JD),Female,3,92,110,74,77,91,30,0,1,110,0,False ID,0,40,1,1,yes
Exp1,455,47,WhiteEuropean,High School/GED,Male,2,24,32,110,5,99,3,0,1,99,0,Filler ID,NA,40,1,1,yes
Exp1,456,40,AsianIndian,4-Year College Degree (BA BS),Male,1,12,13,110,91,36,59,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,458,40,Other,4-Year College Degree (BA BS),Male,1,68,92,33,53,109,110,1,1,109,0,Filler ID,NA,60,1,1,yes
Exp1,459,34,BlackAfrican,Masters Degree,Male,1,5,89,44,10,87,110,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,460,47,WhiteEuropean,Doctoral Degree,Male,2,93,64,110,41,89,16,0,1,93,0,Filler ID,NA,70,1,1,yes
Exp1,461,44,WhiteEuropean,2-Year College Degree (Associates),Male,2,24,62,23,95,110,27,0,1,62,0,Filler ID,NA,70,1,1,yes
Exp1,462,38,WhiteEuropean,Masters Degree,Male,2,96,76,53,54,110,55,1,1,76,0,Filler ID,NA,30,1,1,yes
Exp1,463,37,WhiteEuropean,Masters Degree,Female,3,28,93,110,32,47,63,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,464,21,BlackAfrican,4-Year College Degree (BA BS),Female,1,86,84,110,30,59,40,1,1,110,1,Correct ID,1,30,1,1,yes
Exp1,465,61,AsianIndian,Doctoral Degree,Male,2,75,82,110,87,4,14,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,466,35,WhiteEuropean,High School/GED,Male,3,79,110,102,63,5,93,0,1,79,0,Filler ID,NA,80,1,1,yes
Exp1,467,32,LatinHispanic,High School/GED,Male,1,87,53,110,1,103,63,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,468,30,WhiteEuropean,2-Year College Degree (Associates),Male,2,38,110,99,1,83,25,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,469,40,WhiteEuropean,2-Year College Degree (Associates),Female,2,58,62,110,80,41,27,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,471,24,NULLtive American,Doctoral Degree,Female,2,18,22,31,69,72,110,1,1,110,1,Correct ID,1,80,2,0,no
Exp1,472,60,WhiteEuropean,High School/GED,Male,2,105,57,18,12,8,110,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,474,26,AsianIndian,4-Year College Degree (BA BS),Male,1,83,42,48,63,110,58,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,475,26,WhiteEuropean,Masters Degree,Female,3,4,47,110,2,12,87,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,476,36,WhiteEuropean,Masters Degree,Male,1,110,106,85,21,107,19,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,477,34,Mixed Ethnicity,2-Year College Degree (Associates),Male,3,78,52,110,40,92,24,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,478,30,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,22,37,66,11,82,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,479,24,AsianIndian,4-Year College Degree (BA BS),Male,3,110,84,88,98,70,10,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,480,56,NR,2-Year College Degree (Associates),Female,2,109,33,48,40,110,54,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,481,66,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,74,43,23,27,82,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,482,25,BlackAfrican,Masters Degree,Female,1,46,81,15,86,45,110,0,1,45,0,Filler ID,NA,90,1,1,yes
Exp1,483,35,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,54,5,50,86,107,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,484,56,WhiteEuropean,2-Year College Degree (Associates),Female,3,56,32,5,6,110,63,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,485,27,AsianIndian,4-Year College Degree (BA BS),Male,2,62,89,51,82,101,110,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Exp1,486,50,WhiteEuropean,Masters Degree,Female,2,110,47,13,86,100,102,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,487,35,BlackAfrican,4-Year College Degree (BA BS),Female,3,72,47,110,4,92,69,0,1,92,0,Filler ID,NA,0,1,1,yes
Exp1,489,28,AsianIndian,4-Year College Degree (BA BS),Male,1,73,110,38,66,75,81,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,491,23,AsianIndian,4-Year College Degree (BA BS),Female,2,103,92,108,80,6,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,493,24,NULLtive American,4-Year College Degree (BA BS),Male,2,30,10,8,110,13,39,1,1,30,0,Filler ID,NA,70,1,1,yes
Exp1,494,24,NULLtive American,4-Year College Degree (BA BS),Female,2,77,99,98,110,55,29,1,1,55,0,Filler ID,NA,80,1,1,yes
Exp1,495,25,WhiteEuropean,Masters Degree,Female,1,4,36,110,86,74,108,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,496,24,NULLtive American,4-Year College Degree (BA BS),Female,2,24,96,110,100,87,42,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,498,52,WhiteEuropean,High School/GED,Female,1,60,29,100,68,3,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,500,67,WhiteEuropean,4-Year College Degree (BA BS),Female,1,32,23,110,59,67,62,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,501,31,WhiteEuropean,High School/GED,Female,1,40,24,60,110,61,94,0,1,40,0,Filler ID,NA,40,1,1,yes
Exp1,502,39,WhiteEuropean,Doctoral Degree,Male,3,22,33,103,3,110,100,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,504,41,WhiteEuropean,2-Year College Degree (Associates),Male,2,99,1,24,110,70,2,0,1,99,0,Filler ID,NA,90,1,1,yes
Exp1,505,32,Mixed Ethnicity,4-Year College Degree (BA BS),Male,3,110,89,26,87,10,48,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,506,54,WhiteEuropean,Masters Degree,Female,3,36,30,90,63,110,55,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,507,44,WhiteEuropean,Masters Degree,Female,1,35,29,108,110,101,44,0,1,108,0,Filler ID,NA,80,1,1,yes
