Experiment,idnumber,RecruitedFrom,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans,question1acc,completed before,include
Exp2,9591,mturk,30,WhiteEuropean,Currently Attending College,Female,1,9,103,95,83,35,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,9592,mturk,32,Mixed Ethnicity,2-Year College Degree (Associates),Female,1,70,65,22,110,103,57,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,9593,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,1,42,108,45,110,47,69,1,1,42,0,Filler ID,NA,50,1,1,0,yes
Exp2,9594,mturk,31,WhiteEuropean,Currently Attending College,Female,1,2,110,72,9,91,68,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9595,mturk,45,AsianIndian,4-Year College Degree (BA BS),Male,2,92,85,106,40,74,110,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Exp2,9596,mturk,47,WhiteEuropean,High School/GED,Male,2,110,33,63,56,28,40,0,1,63,0,Filler ID,NA,80,1,1,0,yes
Exp2,9597,mturk,41,WhiteEuropean,Masters Degree,Male,2,35,9,50,13,49,110,0,1,50,0,Filler ID,NA,100,4,0,0,no
Exp2,9598,mturk,23,WhiteEuropean,Currently Attending College,Male,1,67,66,106,47,110,85,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9599,mturk,45,WhiteEuropean,Masters Degree,Male,2,35,38,98,88,31,110,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,9600,mturk,24,AsianIndian,4-Year College Degree (BA BS),Male,2,38,106,101,72,110,4,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,9602,mturk,28,BlackAfrican,Masters Degree,Male,3,34,33,38,20,109,110,0,1,34,0,Filler ID,NA,90,1,1,0,yes
Exp2,9603,mturk,28,BlackAfrican,Masters Degree,Male,3,103,58,4,110,33,20,0,1,33,0,Filler ID,NA,90,1,1,0,yes
Exp2,9604,mturk,22,LatinHispanic,4-Year College Degree (BA BS),Female,2,18,1,110,44,99,35,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9605,mturk,29,BlackAfrican,Masters Degree,Female,2,23,15,104,54,110,107,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9606,mturk,18,WhiteEuropean,Currently Attending College,Male,1,17,91,16,110,45,41,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9608,mturk,26,AsianIndian,Masters Degree,Female,3,101,108,110,29,63,106,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9609,mturk,21,LatinHispanic,Currently Attending College,Female,1,23,98,92,87,110,91,0,0,Not present,1,Correct Reject,NA,20,1,1,0,yes
Exp2,9610,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Female,2,43,110,31,75,21,5,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9613,mturk,63,WhiteEuropean,High School/GED,Female,1,11,44,101,110,12,6,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9614,mturk,20,AsianIndian,Currently Attending College,Female,1,79,101,45,81,110,103,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,9615,mturk,32,BlackAfrican,Masters Degree,Female,2,40,19,53,12,110,36,0,1,110,0,False ID,0,80,1,1,0,yes
Exp2,9618,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Male,3,87,110,30,77,8,43,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9619,mturk,36,BlackAfrican,Masters Degree,Male,3,86,88,20,44,110,50,1,1,20,0,Filler ID,NA,40,1,1,0,yes
Exp2,9621,mturk,35,WhiteEuropean,Masters Degree,Male,3,91,16,110,15,103,90,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9622,mturk,29,Other,4-Year College Degree (BA BS),Female,3,70,84,24,110,20,52,0,1,110,0,False ID,0,30,1,1,0,yes
Exp2,9623,mturk,35,WhiteEuropean,Masters Degree,Male,1,3,110,87,17,66,24,0,1,87,0,Filler ID,NA,70,4,0,0,no
Exp2,9625,mturk,30,WhiteEuropean,Masters Degree,Female,2,66,54,97,110,67,52,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9627,mturk,30,WhiteEuropean,Masters Degree,Female,1,110,46,39,49,99,109,0,1,109,0,Filler ID,NA,90,1,1,0,yes
Exp2,9628,mturk,21,AsianIndian,Masters Degree,Male,3,36,34,110,69,70,98,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9629,mturk,25,WhiteEuropean,Professional Degree (MD JD),Female,2,80,110,64,84,104,51,1,1,51,0,Filler ID,NA,80,1,1,0,yes
Exp2,9630,mturk,24,WhiteEuropean,Currently Attending College,Male,3,43,102,110,106,53,37,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,9632,mturk,24,AsianIndian,2-Year College Degree (Associates),Male,2,110,3,86,60,73,59,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9633,mturk,42,WhiteEuropean,2-Year College Degree (Associates),Female,3,110,31,102,26,95,33,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,9634,mturk,25,AsianIndian,Currently Attending College,Male,1,110,45,27,7,60,77,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9636,mturk,29,BlackAfrican,Masters Degree,Male,2,82,6,52,95,110,8,1,1,82,0,Filler ID,NA,100,1,1,0,yes
Exp2,9637,mturk,23,WhiteEuropean,4-Year College Degree (BA BS),Female,1,59,31,106,95,6,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9638,mturk,18,LatinHispanic,4-Year College Degree (BA BS),Female,3,80,65,42,110,10,102,0,1,10,0,Filler ID,NA,70,1,1,0,yes
Exp2,9639,mturk,28,WhiteEuropean,2-Year College Degree (Associates),Female,3,70,110,1,101,5,39,0,1,110,0,False ID,0,60,1,1,0,yes
Exp2,9641,mturk,28,AsianIndian,4-Year College Degree (BA BS),Male,2,60,37,24,62,110,70,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9645,mturk,32,WhiteEuropean,High School/GED,Male,3,80,14,7,74,110,40,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,9646,mturk,47,LatinHispanic,Masters Degree,Male,3,43,12,100,37,110,101,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9648,mturk,64,AsianIndian,High School/GED,Male,3,32,110,74,46,62,96,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9649,mturk,20,AsianIndian,High School/GED,Female,2,110,10,79,84,80,13,0,1,13,0,Filler ID,NA,40,1,1,0,yes
Exp2,9651,mturk,45,WhiteEuropean,4-Year College Degree (BA BS),Male,3,43,105,8,110,57,54,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,9652,mturk,35,WhiteEuropean,Masters Degree,Female,2,110,17,58,104,63,92,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9655,mturk,36,WhiteEuropean,High School/GED,NR,2,75,15,110,90,23,14,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Exp2,9656,mturk,30,WhiteEuropean,Masters Degree,Female,2,82,110,84,79,24,52,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9657,mturk,31,WhiteEuropean,Masters Degree,Male,1,4,82,67,92,15,110,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9660,mturk,26,BlackAfrican,Masters Degree,Male,1,77,71,30,51,110,22,1,1,110,1,Correct ID,1,40,3,0,0,no
Exp2,9661,mturk,47,WhiteEuropean,2-Year College Degree (Associates),Male,2,110,65,7,95,104,47,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Exp2,9664,mturk,31,AsianIndian,4-Year College Degree (BA BS),Female,1,110,14,57,101,108,92,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9665,mturk,46,WhiteEuropean,4-Year College Degree (BA BS),Female,3,74,56,57,110,97,63,0,1,57,0,Filler ID,NA,70,4,0,0,no
Exp2,9668,mturk,25,BlackAfrican,4-Year College Degree (BA BS),Female,2,18,13,24,55,27,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9669,mturk,25,BlackAfrican,4-Year College Degree (BA BS),Male,1,34,16,10,11,110,87,0,1,16,0,Filler ID,NA,70,1,1,0,yes
Exp2,9671,mturk,40,WhiteEuropean,2-Year College Degree (Associates),Female,2,45,18,87,27,110,7,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9676,mturk,56,WhiteEuropean,Professional Degree (MD JD),Female,2,90,65,11,55,110,101,0,1,55,0,Filler ID,NA,60,1,1,0,yes
Exp2,9677,mturk,26,AsianIndian,Masters Degree,Male,1,97,71,102,52,63,110,0,1,71,0,Filler ID,NA,80,1,1,0,yes
Exp2,9679,mturk,38,WhiteEuropean,High School/GED,Male,2,36,110,54,40,77,59,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9680,mturk,25,WhiteEuropean,Professional Degree (MD JD),Male,2,2,105,110,23,91,26,1,0,Not present,0,Incorrect Reject,NA,40,1,1,0,yes
Exp2,9681,mturk,28,WhiteEuropean,Masters Degree,Female,3,15,110,83,21,106,7,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9683,mturk,28,WhiteEuropean,Masters Degree,Female,1,110,22,44,7,11,104,0,1,104,0,Filler ID,NA,60,1,1,0,yes
Exp2,9684,mturk,29,WhiteEuropean,Masters Degree,Male,1,37,8,110,66,4,24,0,1,37,0,Filler ID,NA,60,1,1,0,yes
Exp2,9686,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Male,1,98,23,110,12,80,84,0,1,80,0,Filler ID,NA,90,1,1,0,yes
Exp2,9687,mturk,29,LatinHispanic,4-Year College Degree (BA BS),Male,2,46,94,33,56,110,79,0,1,94,0,Filler ID,NA,90,1,1,0,yes
Exp2,9690,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,1,5,104,37,1,110,11,1,1,37,0,Filler ID,NA,70,1,1,0,yes
Exp2,9691,mturk,37,Mixed Ethnicity,High School/GED,Male,1,58,110,1,47,74,30,0,1,74,0,Filler ID,NA,70,1,1,0,yes
Exp2,9695,mturk,27,AsianIndian,4-Year College Degree (BA BS),Male,2,110,2,24,27,29,84,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9697,mturk,36,BlackAfrican,4-Year College Degree (BA BS),Male,1,49,37,110,62,5,30,0,1,49,0,Filler ID,NA,60,1,1,0,yes
Exp2,9698,mturk,27,WhiteEuropean,4-Year College Degree (BA BS),Male,2,93,94,87,73,85,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,9699,mturk,33,LatinHispanic,4-Year College Degree (BA BS),Male,3,85,18,110,15,11,70,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,9702,mturk,49,WhiteEuropean,High School/GED,Female,1,47,99,105,26,18,110,0,1,99,0,Filler ID,NA,80,1,1,0,yes
Exp2,9703,mturk,47,WhiteEuropean,Masters Degree,Male,3,56,110,43,77,2,36,0,1,77,0,Filler ID,NA,50,1,1,0,yes
Exp2,9704,mturk,30,Other,High School/GED,Male,1,2,68,6,110,51,42,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,9705,mturk,42,LatinHispanic,High School/GED,Female,2,7,66,14,73,110,48,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9706,mturk,25,LatinHispanic,4-Year College Degree (BA BS),Female,2,74,75,56,105,110,28,0,1,75,0,Filler ID,NA,0,1,1,0,yes
Exp2,9708,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Female,1,54,110,49,34,8,15,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9710,mturk,37,WhiteEuropean,Masters Degree,Female,1,79,95,10,70,11,110,0,1,79,0,Filler ID,NA,40,1,1,0,yes
Exp2,9711,mturk,28,WhiteEuropean,2-Year College Degree (Associates),Male,3,93,18,15,110,30,1,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9712,mturk,53,WhiteEuropean,High School/GED,Female,1,110,104,75,78,70,81,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9713,mturk,43,WhiteEuropean,4-Year College Degree (BA BS),Female,2,22,100,104,80,11,110,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,9714,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Male,2,48,100,21,69,110,12,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9715,mturk,52,WhiteEuropean,4-Year College Degree (BA BS),Female,3,68,72,103,83,44,110,1,1,110,1,Correct ID,1,90,4,0,0,no
Exp2,9716,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,37,35,36,41,54,1,0,Not present,0,Incorrect Reject,NA,50,2,0,0,no
Exp2,9717,mturk,40,WhiteEuropean,4-Year College Degree (BA BS),Male,3,52,74,4,110,3,26,0,1,74,0,Filler ID,NA,60,1,1,0,yes
Exp2,9718,mturk,41,WhiteEuropean,4-Year College Degree (BA BS),Male,3,58,68,30,93,110,37,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,9719,mturk,30,LatinHispanic,Masters Degree,Female,2,110,9,15,26,10,107,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9720,mturk,25,WhiteEuropean,Masters Degree,Male,1,70,109,110,79,69,11,0,1,109,0,Filler ID,NA,80,1,1,0,yes
Exp2,9721,mturk,42,WhiteEuropean,Currently Attending College,Male,2,110,96,20,66,98,36,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9722,mturk,30,AsianIndian,4-Year College Degree (BA BS),Male,2,98,110,46,80,77,14,0,1,14,0,Filler ID,NA,90,1,1,0,yes
Exp2,9723,mturk,58,WhiteEuropean,Masters Degree,Male,1,99,110,15,83,77,8,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9724,mturk,31,BlackAfrican,Masters Degree,Male,1,89,108,45,62,46,110,1,0,Not present,0,Incorrect Reject,NA,50,2,0,0,no
Exp2,9726,mturk,42,LatinHispanic,2-Year College Degree (Associates),Male,2,76,110,67,74,65,50,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9727,mturk,28,WhiteEuropean,2-Year College Degree (Associates),Male,3,49,14,8,57,110,106,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9728,mturk,25,BlackAfrican,4-Year College Degree (BA BS),Male,1,35,32,110,23,47,6,0,1,35,0,Filler ID,NA,80,1,1,0,yes
Exp2,9730,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,100,5,110,8,35,74,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9732,mturk,33,BlackAfrican,4-Year College Degree (BA BS),Male,1,81,13,61,110,48,78,0,1,81,0,Filler ID,NA,70,1,1,0,yes
Exp2,9734,mturk,39,WhiteEuropean,2-Year College Degree (Associates),Female,3,104,109,69,5,55,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9735,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Male,2,34,110,12,63,91,30,0,1,30,0,Filler ID,NA,100,1,1,0,yes
Exp2,9736,mturk,50,WhiteEuropean,High School/GED,Male,3,94,103,79,110,71,21,0,1,94,0,Filler ID,NA,40,1,1,0,yes
Exp2,9738,mturk,32,BlackAfrican,Masters Degree,Male,3,5,94,110,65,26,22,0,1,26,0,Filler ID,NA,90,2,0,0,no
Exp2,9739,mturk,35,AsianIndian,4-Year College Degree (BA BS),Male,2,79,71,52,105,91,110,1,1,79,0,Filler ID,NA,70,1,1,0,yes
Exp2,9740,mturk,40,AsianIndian,High School/GED,Female,2,110,39,84,76,17,61,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,9742,mturk,26,AsianIndian,4-Year College Degree (BA BS),Female,2,36,110,56,34,19,84,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,9743,mturk,39,LatinHispanic,Currently Attending College,Male,1,55,89,27,110,59,82,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Exp2,9745,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,2,75,110,33,101,104,69,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9749,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,102,1,110,24,9,94,0,1,110,0,False ID,0,100,1,1,0,yes
Exp2,9750,mturk,30,BlackAfrican,4-Year College Degree (BA BS),Male,1,41,10,51,42,110,76,0,1,76,0,Filler ID,NA,80,4,0,0,no
Exp2,9751,mturk,33,BlackAfrican,4-Year College Degree (BA BS),Male,3,41,19,107,25,110,34,1,1,107,0,Filler ID,NA,80,3,0,0,no
Exp2,9753,mturk,35,WhiteEuropean,Professional Degree (MD JD),Male,1,56,110,78,98,57,75,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9754,mturk,36,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,36,20,33,94,93,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,9755,mturk,31,Mixed Ethnicity,High School/GED,Male,3,60,110,42,44,63,10,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9760,mturk,23,WhiteEuropean,2-Year College Degree (Associates),Male,3,104,61,65,78,50,110,0,1,65,0,Filler ID,NA,50,1,1,0,yes
Exp2,9762,mturk,22,WhiteEuropean,4-Year College Degree (BA BS),Female,1,28,83,39,44,110,95,1,0,Not present,0,Incorrect Reject,NA,10,1,1,0,yes
Exp2,9763,mturk,30,BlackAfrican,4-Year College Degree (BA BS),Male,3,91,64,97,107,110,2,0,1,2,0,Filler ID,NA,90,1,1,0,yes
Exp2,9764,mturk,30,BlackAfrican,Doctoral Degree,Male,3,47,75,33,110,27,32,0,1,75,0,Filler ID,NA,80,1,1,0,yes
Exp2,9766,mturk,40,WhiteEuropean,Masters Degree,Female,3,11,110,108,23,10,28,1,1,110,1,Correct ID,1,50,2,0,0,no
Exp2,9768,mturk,23,Native American,4-Year College Degree (BA BS),Female,2,48,102,110,69,11,19,1,0,Not present,0,Incorrect Reject,NA,20,4,0,0,no
Exp2,9769,mturk,38,AsianIndian,4-Year College Degree (BA BS),Male,3,78,110,102,51,60,26,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,9771,mturk,30,AsianIndian,High School/GED,Female,3,110,5,14,100,46,79,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9772,mturk,33,WhiteEuropean,2-Year College Degree (Associates),Female,1,1,110,96,66,15,79,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9773,mturk,50,WhiteEuropean,4-Year College Degree (BA BS),Male,2,77,110,87,22,18,25,0,1,18,0,Filler ID,NA,40,1,1,0,yes
Exp2,9774,mturk,25,Mixed Ethnicity,NR,Female,1,110,7,48,87,73,31,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,9775,mturk,19,WhiteEuropean,Currently Attending College,Female,3,110,89,78,24,50,17,1,1,50,0,Filler ID,NA,60,1,1,0,yes
Exp2,9776,mturk,50,WhiteEuropean,4-Year College Degree (BA BS),Female,1,85,105,110,100,73,63,0,1,105,0,Filler ID,NA,50,4,0,0,no
Exp2,9779,mturk,38,BlackAfrican,4-Year College Degree (BA BS),Male,1,53,110,59,45,100,49,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9780,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,103,108,110,86,62,53,1,1,108,0,Filler ID,NA,50,1,1,0,yes
Exp2,9781,mturk,28,WhiteEuropean,High School/GED,Female,3,67,96,71,110,4,7,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9782,mturk,33,BlackAfrican,4-Year College Degree (BA BS),Male,2,88,55,64,110,40,57,1,1,88,0,Filler ID,NA,70,2,0,0,no
Exp2,9784,mturk,33,LatinHispanic,Professional Degree (MD JD),Female,3,31,7,110,91,24,71,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,9785,mturk,41,WhiteEuropean,High School/GED,Female,2,30,38,82,91,110,89,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9786,mturk,30,WhiteEuropean,High School/GED,Male,3,65,47,56,110,89,74,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9788,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Female,3,34,107,95,6,81,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9791,mturk,32,WhiteEuropean,High School/GED,Female,2,63,7,42,110,74,97,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9793,mturk,39,BlackAfrican,2-Year College Degree (Associates),Male,2,110,100,108,92,28,107,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9794,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Male,2,23,76,94,110,63,99,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9795,mturk,38,WhiteEuropean,4-Year College Degree (BA BS),Female,1,14,67,78,110,84,75,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,9796,mturk,27,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,99,40,19,79,51,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9800,mturk,26,BlackAfrican,4-Year College Degree (BA BS),Male,3,110,54,86,61,22,51,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9801,mturk,27,WhiteEuropean,Masters Degree,Male,3,109,73,20,108,36,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9802,mturk,37,WhiteEuropean,2-Year College Degree (Associates),Female,3,105,69,110,56,31,35,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9803,mturk,43,WhiteEuropean,Masters Degree,Female,1,110,58,17,83,43,88,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9806,mturk,35,BlackAfrican,Masters Degree,Male,1,24,84,61,106,57,110,1,1,84,0,Filler ID,NA,30,2,0,0,no
Exp2,9807,mturk,37,AsianIndian,4-Year College Degree (BA BS),Male,2,110,26,80,85,41,101,1,1,26,0,Filler ID,NA,80,1,1,0,yes
Exp2,9808,mturk,25,AsianIndian,Masters Degree,Female,2,78,2,45,56,102,110,0,1,2,0,Filler ID,NA,30,1,1,0,yes
Exp2,9811,mturk,22,BlackAfrican,2-Year College Degree (Associates),Female,1,65,21,110,94,49,28,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Exp2,9812,mturk,22,AsianIndian,4-Year College Degree (BA BS),Female,2,14,110,24,46,106,85,0,1,85,0,Filler ID,NA,50,1,1,0,yes
Exp2,9814,mturk,25,WhiteEuropean,2-Year College Degree (Associates),Male,1,110,47,24,101,26,19,0,1,26,0,Filler ID,NA,50,1,1,0,yes
Exp2,9815,mturk,26,Other,4-Year College Degree (BA BS),Male,1,93,65,110,84,89,38,0,1,38,0,Filler ID,NA,10,1,1,0,yes
Exp2,9817,mturk,35,WhiteEuropean,Masters Degree,Female,1,62,76,110,103,55,16,1,1,62,0,Filler ID,NA,70,1,1,0,yes
Exp2,9818,mturk,23,NR,Currently Attending College,Male,2,84,110,69,56,34,5,0,1,84,0,Filler ID,NA,30,1,1,0,yes
Exp2,9819,mturk,46,WhiteEuropean,4-Year College Degree (BA BS),Female,2,29,11,35,64,90,110,1,0,Not present,0,Incorrect Reject,NA,10,1,1,0,yes
Exp2,9823,mturk,35,WhiteEuropean,Currently Attending College,Female,2,110,64,49,82,45,29,1,1,110,1,Correct ID,1,40,2,0,0,no
Exp2,9824,mturk,26,WhiteEuropean,Currently Attending College,Female,2,110,15,40,27,74,98,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,9827,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Female,3,25,110,35,61,7,33,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9828,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,50,54,8,15,73,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9830,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,96,81,65,110,10,19,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,9831,mturk,25,WhiteEuropean,Currently Attending College,Female,1,94,110,13,62,29,9,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9832,mturk,45,LatinHispanic,4-Year College Degree (BA BS),Female,3,13,4,56,110,76,1,1,1,13,0,Filler ID,NA,70,1,1,0,yes
Exp2,9836,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,1,77,13,57,69,100,110,0,1,69,0,Filler ID,NA,60,1,1,0,yes
Exp2,9838,mturk,34,WhiteEuropean,High School/GED,Female,3,110,8,19,61,21,45,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,9840,mturk,22,Other,4-Year College Degree (BA BS),Female,3,91,42,110,68,69,15,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9841,mturk,25,BlackAfrican,Masters Degree,Male,2,110,35,11,88,89,24,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,9842,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Female,3,108,62,104,45,110,52,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9845,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,2,46,79,31,110,80,103,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Exp2,9846,mturk,22,LatinHispanic,4-Year College Degree (BA BS),Female,3,72,42,110,66,27,89,1,1,110,1,Correct ID,1,20,1,1,0,yes
Exp2,9847,mturk,30,WhiteEuropean,NR,Male,3,110,86,95,41,45,65,1,0,Not present,0,Incorrect Reject,NA,0,1,1,0,yes
Exp2,9848,mturk,33,WhiteEuropean,4-Year College Degree (BA BS),Female,2,17,59,104,45,110,82,0,1,110,0,False ID,0,100,1,1,0,yes
Exp2,9849,mturk,19,Mixed Ethnicity,Currently Attending College,Female,3,8,110,93,101,36,9,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,9850,mturk,33,WhiteEuropean,High School/GED,Male,3,53,78,87,110,98,23,0,1,53,0,Filler ID,NA,30,1,1,0,yes
Exp2,9851,mturk,45,LatinHispanic,High School/GED,Male,3,85,14,79,39,53,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9852,mturk,34,Mixed Ethnicity,2-Year College Degree (Associates),Female,3,104,10,110,57,81,64,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,9854,mturk,46,WhiteEuropean,4-Year College Degree (BA BS),Male,2,76,75,110,23,44,60,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,9855,mturk,28,AsianIndian,4-Year College Degree (BA BS),Female,2,27,110,44,59,82,22,0,1,44,0,Filler ID,NA,20,1,1,0,yes
Exp2,9856,mturk,51,WhiteEuropean,High School/GED,Male,1,84,110,38,32,1,51,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,9857,mturk,62,WhiteEuropean,4-Year College Degree (BA BS),Female,1,105,59,28,96,75,110,1,0,Not present,0,Incorrect Reject,NA,20,1,1,0,yes
